1.602e-22  5.0e-17
1.602e-21  6.0e-18
8.011e-21  6.0e-19
4.005e-20  2.4e-19
4.807e-20  1.1e-19
1.602e-19  1.8e-20
2.403e-19  1.7e-20
2.563e-19  3.75e-21
3.685e-19  1.0e-20
1.602e-18  2.25e-21
1.602e-17  2.25e-22
