# EXCITATION
# Energy (Joules) | Cross Section (m2)
#-------------------------------------
3.0842E-18	6.729E-23
3.2044E-18	5.928E-23
3.3646E-18	6.733E-23
3.5248E-18	6.072E-23
3.6850E-18	5.923E-23
3.8452E-18	4.995E-23
4.0055E-18	5.489E-23
4.8066E-18	3.706E-23
5.6077E-18	2.684E-23
6.4088E-18	2.056E-23
8.0109E-18	1.241E-23
9.6131E-18	9.816E-24
1.1215E-17	7.332E-24
1.2818E-17	5.821E-24
1.4420E-17	4.736E-24
1.6022E-17	3.866E-24
2.0027E-17	2.405E-24
2.4033E-17	1.612E-24
2.8038E-17	1.147E-24
3.2044E-17	8.544E-25
3.6049E-17	6.588E-25
4.0055E-17	5.195E-25
4.4060E-17	4.155E-25
4.8066E-17	3.308E-25
5.6076E-17	2.912E-25
8.0109E-17	2.163E-25
1.2016E-16	1.536E-25
1.6022E-16	1.202E-25
3.2044E-16	6.613E-26
4.8065E-16	4.644E-26
6.4087E-16	3.608E-26
8.0109E-16	2.964E-26
1.2016E-15	2.070E-26
1.4420E-15	1.760E-26
1.6022E-15	1.603E-26
2.0027E-15	1.313E-26
2.4033E-15	1.115E-26
4.0055E-15	7.048E-27
5.6076E-15	5.201E-27
8.0109E-15	3.765E-27
1.2016E-14	2.604E-27
1.6022E-14	2.003E-27
3.2044E-14	1.062E-27
4.8065E-14	7.315E-28
6.4087E-14	5.611E-28
8.0109E-14	4.566E-28
#-------------------------------------
