# IONIZATION
# Energy (Joules) | Cross Section (m2)
#-------------------------------------
7.1e-18 0.0
7.209794793600002319e-18 1.740000000000000287e-20
7.667760036663209999e-18 1.820035038829658420e-20
8.154815173386099863e-18 1.891678593219547897e-20
8.672807990092952938e-18 1.933708332823579476e-20
9.223703644259031010e-18 1.978407796111110583e-20
9.809592119911039014e-18 2.009386670631191534e-20
1.043269615659372800e-17 2.007442115865526605e-20
1.109537968198341490e-17 2.005374043229880727e-20
1.180015678014002760e-17 2.003174606884951483e-20
1.254970122942142478e-17 2.000835462624729090e-20
1.334685664624472138e-17 1.986781889762432034e-20
1.419464727317811582e-17 1.965615918023059743e-20
1.509628945229089429e-17 1.943105486466204965e-20
1.605520382728919568e-17 1.919843474095543996e-20
1.707502832072980429e-17 1.915069541183587485e-20
1.815963193554497941e-17 1.909992368663711354e-20
1.931312943323834679e-17 1.904592694794808743e-20
2.053989694443790672e-17 1.898850034332441868e-20
2.184458857102937979e-17 1.892742600812066322e-20
2.323215404285497001e-17 1.878324696564388814e-20
2.470785749596329940e-17 1.856833257901818192e-20
2.627729744365143603e-17 1.833976685804435069e-20
2.794642801606501948e-17 1.809668267171078241e-20
2.972158154893486890e-17 1.783815780895492409e-20
3.160949260714745405e-17 1.756321147998549679e-20
3.361732353428938684e-17 1.712673239817258580e-20
3.575269162509575309e-17 1.662027145998884647e-20
3.802369802388887445e-17 1.608164018779459829e-20
4.043895845864216259e-17 1.548479384348020711e-20
4.300763592726779800e-17 1.471523749811008195e-20
4.573947546013341458e-17 1.389679903211827092e-20
4.864484109068894593e-17 1.313850726689050895e-20
5.173475517446342271e-17 1.281064990870525831e-20
5.502094020559916781e-17 1.246196709306528879e-20
5.851586328956696559e-17 1.209113598957692239e-20
6.223278344078240759e-17 1.169674974182908438e-20
6.618580188456074838e-17 1.136900713533612858e-20
7.038991555424558516e-17 1.110660699698024482e-20
7.486107398646812064e-17 1.082753923540037583e-20
7.961623983038628861e-17 1.053074512530134080e-20
8.467345320046272782e-17 1.018091053424774560e-20
9.005190011692326930e-17 9.804930728511474240e-21
9.577198529354415433e-17 9.405068733607534549e-21
1.018554095489110359e-16 9.015539024154930108e-21
1.083252521348299455e-16 8.603646892415911681e-21
1.152060582942296434e-16 8.188463022195744079e-21
1.225239323807300480e-16 7.777391821159132079e-21
1.303066368931538395e-16 7.390787670674767457e-21
1.385836978006980497e-16 7.122148644487138175e-21
1.473865165583460565e-16 6.806574269521894787e-21
1.567484892374851594e-16 6.415074255504013359e-21
1.667051332236854538e-16 6.130303944302102310e-21
1.772942219623052792e-16 5.902286910012854731e-21
1.885559282631204674e-16 5.659786262871889728e-21
2.005329767076451143e-16 5.401021532240821086e-21
2.132708057373461586e-16 5.125410174980378892e-21
2.268177400376802551e-16 4.832292019561021427e-21
2.412251738719430145e-16 4.524529339130161868e-21
2.565477660604604450e-16 4.294115868707599176e-21
2.728436473448342608e-16 4.050754276183577274e-21
2.901746409239368603e-16 3.793843314544685137e-21
3.086064969983253263e-16 3.522772541430831748e-21
3.282091422128850698e-16 3.294467302884946627e-21
3.490569449440414653e-16 3.146488508772354908e-21
3.712289974379765040e-16 2.990552110908091188e-21
3.948094158702332455e-16 2.826341651506605965e-21
4.198876594650655636e-16 2.653545345581348622e-21
4.465588698852086185e-16 2.471859625021060548e-21
4.749242321796458162e-16 2.280993333418472447e-21
5.050913586587280450e-16 2.175774976399506757e-21
5.371746971529947332e-16 2.088846606624645039e-21
5.712959652045421379e-16 1.997624788426406559e-21
6.075846118381711038e-16 1.901997792232018287e-21
6.461783086641797127e-16 1.802959943155381423e-21
6.872234721759418749e-16 1.706591189701986367e-21
7.308758192237624659e-16 1.605915211192764873e-21
7.773009577723593099e-16 1.500896196291856990e-21
8.266750151831855963e-16 1.409095413195920271e-21
8.791853064051655391e-16 1.330697318786129164e-21
9.350310446088180168e-16 1.249165055547932558e-21
9.944240969597724196e-16 1.171519014297217973e-21
1.057589788398917782e-15 1.096826601951037294e-21
1.124767756478566474e-15 1.019537919524837049e-21
1.196212860497700869e-15 9.397696242483326986e-22
1.272196148385372661e-15 8.576826903142979940e-22
1.353005885000424231e-15 7.959726529631815009e-22
1.438948645748650387e-15 7.357175110868352367e-22
1.530350479666409873e-15 6.739995186754314706e-22
1.627558146383145623e-15 6.208470905012873762e-22
1.730940431655607035e-15 5.949233833263507915e-22
1.840889546464640083e-15 5.673411268827550304e-22
1.957822614982425217e-15 5.400420131331606711e-22
2.082183257055203982e-15 5.160527130752972587e-22
2.214443271205106468e-15 4.905263936780164057e-22
2.355104424536039684e-15 4.546639239112427957e-22
2.504700356334167898e-15 4.140543848674036286e-22
2.663798602584853302e-15 3.863965394543463256e-22
2.833002749086652882e-15 3.666899145246488193e-22
3.012954721330841990e-15 3.507410182000998595e-22
3.204337219833791373e-15 3.358812440000000566e-22
#-------------------------------------
