# IONIZATION
# Energy (Joules) | Cross Section (m2)
#-------------------------------------
7.1e-18 0.0
7.209794793600002319e-18 4.070000000000001051e-21
7.667760036663209999e-18 4.378706578342967945e-21
8.154815173386099863e-18 4.671088026071481337e-21
8.672807990092952938e-18 4.890935894769491958e-21
9.223703644259031010e-18 5.124748471965807927e-21
9.809592119911039014e-18 5.317599821596387980e-21
1.043269615659372800e-17 5.405104786051306013e-21
1.109537968198341490e-17 5.498168054655381090e-21
1.180015678014002760e-17 5.597142690177186540e-21
1.254970122942142478e-17 5.702404181887198700e-21
1.334685664624472138e-17 5.753218110237568225e-21
1.419464727317811582e-17 5.774384081976940516e-21
1.509628945229089429e-17 5.796894513533795594e-21
1.605520382728919568e-17 5.820417402411883444e-21
1.707502832072980429e-17 5.833147890177100605e-21
1.815963193554497941e-17 5.846687016896770638e-21
1.931312943323834679e-17 5.861086147213843815e-21
2.053989694443790672e-17 5.876399908446821748e-21
2.184458857102937979e-17 5.892686397834490322e-21
2.323215404285497001e-17 5.865808039938566869e-21
2.470785749596329940e-17 5.802868826712467149e-21
2.627729744365143603e-17 5.735931722712988862e-21
2.794642801606501948e-17 5.664742782429585734e-21
2.972158154893486890e-17 5.589031929765370405e-21
3.160949260714745405e-17 5.508511933424323904e-21
3.361732353428938684e-17 5.374090586800961107e-21
3.575269162509575309e-17 5.216821137575484395e-21
3.802369802388887445e-17 5.049561953052007208e-21
4.043895845864216259e-17 4.865438153044062516e-21
4.300763592726779800e-17 4.634571249433024815e-21
4.573947546013341458e-17 4.389039709635481357e-21
4.864484109068894593e-17 4.160467014188749765e-21
5.173475517446342271e-17 4.056324088647552023e-21
5.502094020559916781e-17 3.945566017797209127e-21
5.851586328956696559e-17 3.827772608453845814e-21
6.223278344078240759e-17 3.702496976816297308e-21
6.618580188456074838e-17 3.594152497367645086e-21
7.038991555424558516e-17 3.502312448943085469e-21
7.486107398646812064e-17 3.404638732390130722e-21
7.961623983038628861e-17 3.300760793855468685e-21
8.467345320046272782e-17 3.187435528865346580e-21
9.005190011692326930e-17 3.066584877021545017e-21
9.577198529354415433e-17 2.938057807230993725e-21
1.018554095489110359e-16 2.808513008051643210e-21
1.083252521348299455e-16 2.671215630805303985e-21
1.152060582942296434e-16 2.534726973818628508e-21
1.225239323807300480e-16 2.402270697929053622e-21
1.303066368931538395e-16 2.278703898669159191e-21
1.385836978006980497e-16 2.196045736765272795e-21
1.473865165583460565e-16 2.100171423737878477e-21
1.567484892374851594e-16 1.983305747911645389e-21
1.667051332236854538e-16 1.895459228618061091e-21
1.772942219623052792e-16 1.822758145221489786e-21
1.885559282631204674e-16 1.745439098306979418e-21
2.005329767076451143e-16 1.663208755422568269e-21
2.132708057373461586e-16 1.575755151676466549e-21
2.268177400376802551e-16 1.482746506206862753e-21
2.412251738719430145e-16 1.385868920451149907e-21
2.565477660604604450e-16 1.315441559466717401e-21
2.728436473448342608e-16 1.241041343490368220e-21
2.901746409239368603e-16 1.162481543929148163e-21
3.086064969983253263e-16 1.079572173195031463e-21
3.282091422128850698e-16 1.009757514242226782e-21
3.490569449440414653e-16 9.645564041477057652e-22
3.712289974379765040e-16 9.169119107054320935e-22
3.948094158702332455e-16 8.667249022808040668e-22
4.198876594650655636e-16 8.138972999898106948e-22
4.465588698852086185e-16 7.583331079121885758e-22
4.749242321796458162e-16 6.999396350132438306e-22
5.050913586587280450e-16 6.678190578815108361e-22
5.371746971529947332e-16 6.413104014177720403e-22
5.712959652045421379e-16 6.134822892105124813e-22
6.075846118381711038e-16 5.842986693168524674e-22
6.461783086641797127e-16 5.540630550074429583e-22
6.872234721759418749e-16 5.246424995482902649e-22
7.308758192237624659e-16 4.938913325121159735e-22
7.773009577723593099e-16 4.617955750887619156e-22
8.266750151831855963e-16 4.337575684487482710e-22
8.791853064051655391e-16 4.098384870145167073e-22
9.350310446088180168e-16 3.849476102900074795e-22
9.944240969597724196e-16 3.612465587643471047e-22
1.057589788398917782e-15 3.384482636300412468e-22
1.124767756478566474e-15 3.148391102507637130e-22
1.196212860497700869e-15 2.904511250415334046e-22
1.272196148385372661e-15 2.653293176513615574e-22
1.353005885000424231e-15 2.464963363107600198e-22
1.438948645748650387e-15 2.281032502191839563e-22
1.530350479666409873e-15 2.092433120070539117e-22
1.627558146383145623e-15 1.929109589623624924e-22
1.730940431655607035e-15 1.846938813901425285e-22
1.840889546464640083e-15 1.759667348064914114e-22
1.957822614982425217e-15 1.673334407331106608e-22
2.082183257055203982e-15 1.597314788373775011e-22
2.214443271205106468e-15 1.516598633627016407e-22
2.355104424536039684e-15 1.404039359893856355e-22
2.504700356334167898e-15 1.275581297087944076e-22
2.663798602584853302e-15 1.186674252871600984e-22
2.833002749086652882e-15 1.122417032518622910e-22
3.012954721330841990e-15 1.069798277447946327e-22
3.204337219833791373e-15 1.020604104001200064e-22
#-------------------------------------
